"","text","score","sentiment"
"2965","kali prosedur atur sedia aplikasi milik bumn",-1,"Negatif"
"958","mobile mantap ayan",1,"Positif"
"1156","respon cepat tugas fitur masuk foto eviden konsumen bukti kuat usaha",2,"Positif"
"996","mohon maaf desa somogede camat pituruh kabupaten purworejo jawatengah signal mendukungjadi susahmobilejadi token psbb warga",1,"Positif"
"383","bantu trimakasih",1,"Positif"
"1215","serius bikin aplikasi photosusah banget lonjongdisinhkirkan memphoto bikin emosi",2,"Positif"
"552","fitur fotoupgradefotopencet foto bisabisa tlong tampil foto gepeng kayak tekan instal",1,"Positif"
"1310","terima kasihmemudahkan",1,"Positif"
"2083","suruh ganti nomer aplikasimobile arti nomer nomer langgan suruh paksa aplikasinomer linkmobilesemangat langgan kecewa aplikasi bantu masyarakat indonesia maju",-2,"Negatif"
"2653","listrik mati terusharixstatus laporregu penugasantapi tunggu datangpara tenishormat nyalatrus ditinggaldicari masalahnyabiar mati",-1,"Negatif"
"1627","respon hadap lapor masyarakat kelisrikan tanggap bagusmogaterusmajuindonesia",-1,"Negatif"
"1940","mantapkalau fast respon feedbacknya tindak sekedar suggestionsetiaplapor masyarakatkalau clear tolong feedbackclearthanksemoga jayamantap ntuk layan masyarakat",-1,"Negatif"
"2786","histori tampil tagih update",-1,"Negatif"
"1361","terimakasihtelepon dimengerti aplikasi manfaat",1,"Positif"
"1840","kali prosedur atur sedia aplikasi milik bumn",-1,"Negatif"
"119","aplikasi bantu mudah sekal terimakasih",1,"Positif"
"1794","kecewa",-1,"Negatif"
"961","mobile nyata mantap",1,"Positif"
"1851","aplikasi kontlobikin bocah mudah kesel gara aplikasi sial",-1,"Negatif"
"1917","mati lampu nyalatindak",-1,"Negatif"
"2319","mobile bantu mudah langgan ecek bayar tagih listrik lapor ganggu",-1,"Negatif"
"118","aplikasi bantu mudah orang manfaat tenaga listrik",2,"Positif"
"1035","mudah mudah ayanmasyarakat",0,"Positif"
"1484","verifikasi akun daya",0,"Positif"
"19","alam aplikasimobilenasukankait layanmohon fitur chatbutuh ayan tugas lapang kadang layan pengaduanlayanan informasi layan sulit juka informasi langsungkanal resmi terima kasih",1,"Positif"
"2783","sambung listrik rumah putus cantol truk alhasil kabel aktif telgletak tanah pejal kaki orang meintas telpon kali tugas sambung takut denda",-3,"Negatif"
"748","lapor telfon kitarstatus selesai lampu mati lapormobile kitarnyala kitarstatus selesaimasuk appnya langgan milik tombol akses konfirmasi status nyala nyatalapang beda tombol rating ulas fungsi tingkat ayan kualitas",0,"Positif"
"1594","lambat menangani lapor pagi malam pagi tugas listrik rumah mati total",-5,"Negatif"
"1286","terima kasih konfirmasi",2,"Positif"
"446","bintang nilai nilai aplikasi kinerja keluhangangguan kali lapor penanganan sampakonfirmasi penanganan selesailapor ganggu madam langsungaplikasi pintutolong kinerjalucu lihat wilayah kitar bangkit listrik sring padam timbang",0,"Positif"
"1296","terima kasihaplikasi mudah langgan lakutolong kembang fiturnya mantaaaaaab",1,"Positif"
"2231","aplikasi bagus mudah langgan informasi putar listrik",-1,"Negatif"
"69","aplikasi bagus bantu sekal langgan setiamobile terupdate bagusganggu langsung tanggap berik ayan",1,"Positif"
"151","aplikasi konfirmasitolong customer libat status kerjastatus selesai",0,"Positif"
"2553","saranmobile laku chating online langgan sulit ganggulanggan lapor ganggu tampil progres apajika ganggulisttik padamterima kasih improvemobile",-2,"Negatif"
"2038","tolong tertib tugas nakal mengantimeteran listrikgartis pumutan biaya takut orang awambandar lampung kalo bayar katak bayar kalo suaipusat bayak rumah umpama ribu bayanganti metergantipandemi kayak cari ring beban trimaksi",-2,"Negatif"
"2457","aplikasicepat tanggap menangani lapor",-1,"Negatif"
"1857","limit simpan data langgannongolgak update nongol pelanggangak nambahnggak papayg ecek tagih",-2,"Negatif"
"1033","mudah laku komunikasi transaksi upgrade daya daftar malam tugas langsung bayar ribet pekanbaru",0,"Positif"
"2327","klaim",-1,"Negatif"
"767","lihat riwayat bayar pemakaian listrik ketemu tampilsusah",1,"Positif"
"1214","sengaja kasik bintang satusy uninstalselalu bayar dikirimin pemberitahuan bayar haringeselinganggu",3,"Positif"
"2159","suka sekal aplikasi orang bodoh mudah menghunakan aplikasiterimakasih sekal semuasiapapun aplikasi",-2,"Negatif"
"2772","token gratis september pakai masuk kode muncul tulis gagal ulang kali kali mafia maling token gratis",-2,"Negatif"
"1246","suka kembangdigital",0,"Positif"
"1113","praktis kantor plncumaribetuntuk orangpakai aplikasiharus tolong orang pasang buka aplikasisementara bintang dehribet",0,"Positif"
"1994","aplikasi kasih menu lihat sisa token biar repot lihat kwhnya langsung dengar alarm pantau aplikasi sisa tokennya",-2,"Negatif"
"2866","aplikasi susah ganti passworddicoba ulang buka email error",-3,"Negatif"
"2054","mati",-1,"Negatif"
"1321","terimakasi ayanlapang melayanai langgan",0,"Positif"
"2251","lapormobile tugas nakal lapor kerja selesai tugas cobamobile laku telfon langsung langgan verifikasijaring listrik",-1,"Negatif"
"1280","terima kasih ayanmobil puas respon cepat moga berkahteam mobil",2,"Positif"
"646","kali aaannnjiim banget",1,"Positif"
"2922","token mbca lupa screen shootkode token",-1,"Negatif"
"642","jawa kantorkalo pasangmobile download nyata provinsi jawa timur baca ulas jawa timur pasang pakai aplikasi info kantorkalojateng kantor dsruh dftraplikasi",2,"Positif"
"2857","mohon updatean beli ulas sala karnakan lokasi sala mohon lengkap chat costumer live instan melapur",-2,"Negatif"
"2262","senangmobile rusak ganggu tugas langsung cepat tanggap tingkatbiar lengkap fiturnya terima kasih",-1,"Negatif"
"1974","madam tulis selesai nyala nyala tugas",-1,"Negatif"
"667","kasih bintang custumer turun daya desember gubris",0,"Positif"
"2158","ayan buruk mati lampu alas minggu mati lampu mati lampu aneh bayar bengkak aneh kecewa",-5,"Negatif"
"2528","histori tampil tagih update",-1,"Negatif"
"2945","aplikasi eror saar verifikasi ambil fotodayadata tindaklanjut data ulang ulang layan primadigital maksimal layan offline kantor",-1,"Negatif"
"2200","notif beli token hasil notif beli token gagal ngapa",-1,"Negatif"
"1147","reset paswword tunggu notifikasi email beneeerrrr",1,"Positif"
"1943","ayanbagus lampu rumah suka padampadam orang orang doang telat bayar listriktolong",-4,"Negatif"
"2658","tmpat sring mati harisya kasih bntang kalonormal mati kalo kndalakalo sdang pemeliharaan listrik kasih bntang",-2,"Negatif"
"421","beli token pakai aplikasi duitpotong token",0,"Positif"
"2841","bagus notifikasi ganggu jaring daerah daftar akun klik kosong",-4,"Negatif"
"1107","pintas lihat baguscuma subsidi peduli covidkirakira",1,"Positif"
"1355","terimakasihmobile adahya aplikasi batu",0,"Positif"
"345","bantu ganggu alir listrik cepat tertangani moga tingkat bayar tagih listriktoken",1,"Positif"
"73","aplikasi bagus diupdate muncul historybeda update mohon",0,"Positif"
"1137","pulsa listrik gratis covid",2,"Positif"
"2774","aplikasi buruk status keluh fakta lapang parah ayan",-1,"Negatif"
"965","mobilemobile urus listrik gampang terimakasih",1,"Positif"
"950","mobil tanggap sekal",0,"Positif"
"2279","kinerja lambat tugas tanggap lapor kait",-2,"Negatif"
"482","cerdas cepat",2,"Positif"
"1435","trimakasih bantu sekal fast respon ganggu teratasitrimakasihmobile devlover",0,"Positif"
"466","butuh informasi madam aplikasi praktis info madam suai lokasi daerah minimal tingkat camat kabupaten terima kasih",0,"Positif"
"150","aplikasi kerjaroot",0,"Positif"
"1606","mohon info kampung salah gardu infoaplikasi repot tukanghubungmobile rumahnormalsebelum tukangrumah listrik error nyala mati nyala matipaslistrik mati nyala ajahkatagardupaslagih listrik normal enakhehehe",-4,"Negatif"
"2509","tarif dasar listrik madam yasementara ayan hati madam telat bayar cabutmadam milik langganmaaaaf maaaf jeramaaaaaaaaaaaf muluuuu",-2,"Negatif"
"1582","aplikasimaju konsumen lapor kantorkalilistrik padam guys padam rencana padam rencana padam rencana pemeliharaan kabel konstruksi jaringlistrik kitar padam rencana ganggu lokal hewan sengat listrikpohon robohdll intipadam rugi",-3,"Negatif"
"1431","trimakasi jaya",0,"Positif"
"1547","aplikasi instal masuklanggan muncul batas maksimaldaftarkosong alias",-1,"Negatif"
"319","bagushistory langsung muncul upgrade akun",0,"Positif"
"746","lapor keluhriwayatbilang selesai tugas laksana benah mohonkhususpeduli hati langgan",0,"Positif"
"2860","penanganan lambat",-1,"Negatif"
"1459","update pakai update",0,"Positif"
"1000","mohon maaf pagi suka mati lampumati pudarmaklum terima kasihmaafmbak admin ulangtoken hilang",0,"Positif"
"869","mantap batu masarakat",1,"Positif"
"579","ganguan sistem sinyal baguskalo launchingjalur aplikasikonsumsi nasabah",0,"Positif"
"2007","fitur bagus tingkat cepat reaksi tanggap tugassigap tuju alamat rumah lapor gangguanapalagi puasa hidup kulkas padamsaya tanggal april laporrumah periksa lampu tamper sala listrik rumah padamlapor berik penangananbutuhayoooooo bagus dukung",-1,"Negatif"
"2773","reset password klik link kirimemail linknya reload",-1,"Negatif"
"1825","terimakasih bantu cari informasi sampa keluh langgan",-2,"Negatif"
"2440","riwayat transaksi beli token akses butuh catat buku",-1,"Negatif"
"1013","mohonbayar ratarata januari kisar kerjamusuhmaafbukan jalur",0,"Positif"
"2535","lambat sekal ayan kurg muas",-1,"Negatif"
"509","daya pakai aplikasifotopencet kali telvonkali kantorpintu cegat satpam masuk urus pakai aplikasi kantor pakai aplikasi ajarribet bgtnote hpku android versi",0,"Positif"
"367","bantu rakyat",1,"Positif"
"310","bagus tolong direspon",0,"Positif"
"1796","listrik mati terusharixstatus laporregu penugasantapi tunggu datangpara tenishormat nyalatrus ditinggaldicari masalahnyabiar mati",-1,"Negatif"
"2966","keluh hubung listrik alih pnyampaiannomorgratis bayarmahal tunggu bebrapa pulsa ribu nelpn cuman menit doang sumph lucu",-1,"Negatif"
"1736","aplikasi buruk aplikasi ayan",-1,"Negatif"
"168","aplikasi mantab mincocok bikin lapor ecek tagihansemua mudahtingkatkan fiturnya",1,"Positif"
"942","metodeyaran linkaja",0,"Positif"
"2732","erti keluh masyarakat",-1,"Negatif"
"2034","ayanbagus lampu rumah suka padampadam orang orang doang telat bayar listriktolong",-4,"Negatif"
"2616","status selesai payah",-1,"Negatif"
"726","komplet",1,"Positif"
"2219","buruk",-1,"Negatif"
"275","ayanburuk padam",0,"Positif"
"1269","teimakasi aplikasibenerbisa menbantu",0,"Positif"
"2010","lampu desa marom camatkabupaten toba sumatera utara penuh arti cahaya lampu arus mohon hatimasyarakat siksapadam masyarakat batas sabar mohon hati serius",-1,"Negatif"
"362","bantu mudah langgan sampa detail lapor informasi cepat ditindaklanjutiterima kasih",0,"Positif"
"1026","mudah beli token",0,"Positif"
"2454","ganggumobile tugas listrik mati aplikasi status selesai sala",-1,"Negatif"
"2771","aplikasi ribet",-1,"Negatif"
"936","metode bayar dana",1,"Positif"
"1761","parametertulis eror",-1,"Negatif"
"1482","verifikasi",0,"Positif"
"740","langgan keyboard muncul",0,"Positif"
"1691","fast respon ganggu rugidownload aplikasimobileinstallinstall aplikasi",-1,"Negatif"
"2770","installlapor kantor ayan suruh pulang lakulaporayan tindak tugaslapor pagi sore tindak lapor harap tugastanggap merespon cepatajuk",-3,"Negatif"
"2267","erti keluh masyarakat",-1,"Negatif"
"943","mhon tingkat admin cetak struk langsung bayar pakai link gagalbank mandiri multipayment",2,"Positif"
"1795","aplikasi bagus mudah langgan informasi putar listrik",-1,"Negatif"
"2455","mantabklau sring mati listrikdan randublatungada stroomnetinternet biarantab",-1,"Negatif"
"2672","kalo kirimlangsung kirim keluh",-1,"Negatif"
"1031","mudah konsumen",0,"Positif"
"1176","riwayat bayar lihat enak aplikasi",1,"Positif"
"770","lihat riwayat transaksi pembayaranpembelian listrik mohon suai menu sedia terima kasih",1,"Positif"
"1605","madam tulis selesai nyala nyala tugas",-1,"Negatif"
"338","bantu beli token listrikhanya linkaja akun aktifkanmohon arah ewallet linkaja aktif hubung",2,"Positif"
"2829","fitur chat aplikasimeter rusak pengaduang pagisore tindak lanjutlistrik rumah padam meter rusakada tulis periksa",-3,"Negatif"
"2555","aplikasi merespon keluh konsumen status lapor tugas regu jalan kerja selesai tugasmobile",-2,"Negatif"
"389","bantulanggan susah bayarnunggak telp bantu",0,"Positif"
"263","ayan muas cepat tanggap kemarin kendala masuk fotoklik kamera langsung aplikasi kali coba terima kasihmobile bantu",2,"Positif"
"629","informasi cepat terima terima kasih",2,"Positif"
"1302","terima kasihberik travo dusun klampok listrik normal",1,"Positif"
"1619","meter susahtoken tulis periksa",-1,"Negatif"
"951","mobile",0,"Positif"
"677","kasih bintangmasuk ayan pasang masuk daerah propinsinya muncul pilih propinsi",1,"Positif"
"295","bagus jangkau",0,"Positif"
"2885","susah apdet",-1,"Negatif"
"333","bantu april daftarin listrik gratis daya",2,"Positif"
"1197","sayang metode bayar minim pilih kalangan saran pakai voucher pakaiaplikasi bayar biar efektif",4,"Positif"
"2687","tolong tindak wilayahcakung dranneslistrik gawai muter kasih duit istilah suapp listrik stabil oknum loss listrik",-1,"Negatif"
"1571","aplikasi inci cantum tagih",-1,"Negatif"
"2716","aplikasi bagus titik lokasi rumah akurat baca lokasi tera maps kompas akurasi keluhlanggan titik lokasi salah tolong",-3,"Negatif"
"1104","pilih bayar linkaja langsung proses masuk passwordaman arti orang akses akunmobile",0,"Positif"
"1304","terima kasihbojonegoro sedia berik gamblang rumah langsung",1,"Positif"
"1551","parah pungut biaya tugasrumah biaya masuk akal mendingplaystore",-1,"Negatif"
"831","madam jalur listrik notif madam normal notifmati duluan",1,"Positif"
"2148","daftar email daftarlupa password masuk masuk verifikasi",-1,"Negatif"
"148","aplikasi keren moga manfaat langgankembang inovasi layan layanmudah akses simplifikasi puas langgan",3,"Positif"
"1183","sagat bantu beli beli kasihan cuman ngarepin gratis pemerintah pulsagratis",2,"Positif"
"2880","aplikasih jelek tanggap muas kansetiap lapor jawapan",-2,"Negatif"
"1949","aplikasimaju konsumen lapor kantorkalilistrik padam guys padam rencana padam rencana padam rencana pemeliharaan kabel konstruksi jaringlistrik kitar padam rencana ganggu lokal hewan sengat listrikpohon robohdll intipadam rugi",-3,"Negatif"
"2236","sandi gagal mohon biar",-1,"Negatif"
"2859","jaga amanahapapun konsekuensinyakarena konsumen denda telat bayar lupa uangdlltp madammitigasi resiko konsumen",-1,"Negatif"
"2142","tolong tertib tugas nakal mengantimeteran listrikgartis pumutan biaya takut orang awambandar lampung kalo bayar katak bayar kalo suaipusat bayak rumah umpama ribu bayanganti metergantipandemi kayak cari ring beban trimaksi",-2,"Negatif"
"663","kasih bintang ayan lumayan muas moga bantu",3,"Positif"
"816","maaf bantu meri laju",2,"Positif"
"1131","provinsijatim sedia",0,"Positif"
"2942","masuk susah bangetsedang ganggu jaring terusmohon info",-2,"Negatif"
"2229","foto selfi gelap",-1,"Negatif"
"14","akun logoutreset password login aplikasi update install ulang ubah kembang",0,"Positif"
"2705","sistem aplikasi fotoselfi gagal",-1,"Negatif"
"729","laku bayar listrik pascabayar linkaja muncul tagih riwayat aplikasiproses riwayat linkaja hasil lunas bukti lampir gambarmohon solusi bantu",3,"Positif"
"1788","suai maksud tolong aplikasi lambat",-1,"Negatif"
"2246","aplikasilumayan kinerja teknisibohong mbuat lapor aplikasi listrik nyala tulis nyala bohong tumbuh bibit koruptor",-2,"Negatif"
"2466","error check estimasi pemakaian listrik typesubtypetype string",-1,"Negatif"
"171","aplikasi mantap informatif kadang lambat loading informasi butuh mudah mudah aplikasi responsif",1,"Positif"
"386","bantu update buka kecewa",0,"Positif"
"1505","verifikasitpubah daya upgrade verifikasi",0,"Positif"
"986","mohon ayantanggapisejauh ayan tanggap ayan lambat terima kasih",0,"Positif"
"1893","alhamdulillah telpon langsung respon langsungganti kabel salur tiang rumah terkelupasdi tunggubesok ganti kabelterimakasih tugas",-1,"Negatif"
"2782","kecewa teknisi listrik harga suai mahal",-1,"Negatif"
"734","laku transaksi nontifikasi hasil bayar tagih hasil beli token hasil beli token kayak bugmohon diperbaikithanks",0,"Positif"
"535","edit suai tugasterima nilai bintang",1,"Positif"
"45","alhamdulillah tingkat",1,"Positif"
"1474","upload fotoverifikasi ambil foto mohon",0,"Positif"
"811","lumayan membantutpi suka eror",0,"Positif"
"2459","layan listrik mudah akses repot kantor daya lapor ganggu beli pulsa tinggal bukapilih fiturnya langkahberes info promotawarkannyata mantau listrik rumahjosss mantap pokok",-1,"Negatif"
"1055","nomor token pilaa listrik masuk nomor pencet",2,"Positif"
"2775","jelek bintangkasih bintang aplikasi tanggap sekal lapor ganggu",-2,"Negatif"
